INGR_KOR_NAME,INGR_ENG_NAME,CAS_NO,ORIGIN_MAJOR_KOR_NAME,INGR_SYNONYM
세트리모늄카복시데실피이지-8다이메티콘,Cetrimonium Carboxydecyl PEG-8 Dimethicone,,이 원료는 주로 다음의 구조를 갖는 실리콘중합체이다.,
세틸글라이콜,Cetyl Glycol,,이 원료는 다음의 구조를 갖는 다이올이다.,
세틸글리세릴에터,Cetyl Glyceryl Ether,,이 원료는 다음의 구조를 갖는 유기화합물이다.,
세틸다이메틸부틸에터,Cetyl Dimethylbutyl Ether,,이 원료는 다음의 구조를 갖는 유기화합물이다.,
세틸다이메틸옥타노에이트,Cetyl Dimethyloctanoate,,이 원료는 세틸알코올과 다이메틸옥타노익애씨드의 에스터이다.,
세틸베헤닐다이메티콘,Cetyl Behenyl Dimethicone,,이 원료는 다음의 구조를 갖는 실록세인중합체이다.,
세틸아모다이메티콘,Cetyl Amodimethicone,,이 원료는 다이메틸실록시 단위의 몇몇 메틸그룹이 세틸그룹으로 치환된 아모다이메티콘의 유도체이다.,
바틸스테아레이트,Batyl Stearate,,이 원료는 바틸알코올과 스테아릭애씨드의 에스터이다. 다음의 구조를 갖는다.,
바틸아이소스테아레이트,Batyl Isostearate,,이 원료는 주로 다음의 구조를 갖는 바틸알코올과 아이소스테아릭애씨드의 에스터이다.,
발삼페루수지,Myroxylon Pereirae (Balsam Peru) Resin,,이 원료는 발삼페루(Balsam Peru) Myroxylon pereirae에서 얻은 올레오레진이다.,
버터,Butter,,이 원료는 소의 우유에서 얻은 반고체 함수 지방이다.,
베르가모트껍질수,Citrus Aurantium Bergamia (Bergamot) Peel Water,,이 원료는 베르가모트(Bergamot) Citrus aurantium bergamia의 열매껍질을 수증기 증류하여 얻은 수용액이다.,
베타-글루칸하이드록시프로필트라이모늄클로라이드,Beta-Glucan Hydroxypropyltrimonium Chloride,,이 원료는 주로 다음의 구조를 갖는 4급 암모늄염이며 R이 베타-글루칸이다.,
사이클로헥실메타크릴레이트/에틸헥실메타크릴레이트코폴리머,Cyclohexyl Methacrylate/Ethylhexyl Methacrylate Copolymer,,이 원료는 사이클로헥실메타크릴레이트와 에틸헥실메타크릴레이트의 공중합체이다.,
사이클로헥실에탄올,Cyclohexylethanol,,이 원료는 다음의 구조를 갖는 유기화합물이다.,
사이클로헥실에틸부티레이트,Cyclohexylethyl Butyrate,,이 원료는 다음의 구조를 갖는 유기화합물이다.,
사탕무전초추출물,Beta Vulgaris (Beet) Extract,,이 원료는 사탕무(Beet) Beta vulgaris의 전초에서 추출한 것이다.,
산미나리추출물,Aegopodium Podagraria Extract,,이 원료는 산미나리 Aegopodium podagraria에서 추출한 것이다.,
산양삼추출물,Panax Ginseng Root Extract,,이 원료는 산양삼 Panax ginseng의 뿌리에서 추출한 것이다.,장뇌삼추출물
살구씨왁스,Prunus Armeniaca (Apricot) Kernel Wax,,이 원료는 살구(Apricot) Prunus armeniaca의 커넬(속씨)에서 얻은 왁스이다.,
살비아뿌리추출물,Salvia Officinalis (Sage) Root Extract,,이 원료는 살비아(Sage) Salvia officinalis의 뿌리에서 추출한 것이다.,
살비아잎,Salvia Officinalis (Sage) Leaf,,이 원료는 살비아(Sage) Salvia officinalis의 잎이다.,
서양민들레/엉겅퀴/국화꽃/서양산사자나무열매/쑥잎/상엽/쇠비름잎/줄기/(다래/갈대)싹/칡뿌리/수크로오스발효추출물,,,"이 원료는 서양민들레(Dandelion) Taraxacum officinale 및 엉겅퀴(Thistle) cirsium의 전초, 국화 국화 Chrysanthemum Morifolium의 꽃, 서양산사자나무 Crataegus oxycantha의 열매, 쑥 Artemisia princeps 및 뽕나무 Morus alba의 잎, 쇠비름 Portulaca oleracea의 잎 및 줄기, 다래 Actinidia arguta 및 갈대 Phragmites communis의 싹, 칡 Pueraria thunbergiana의 뿌리에 수크로오스를 넣어 자연발효하여 추출한 것이다.",
세테아레스-100,Ceteareth-100,,"이 원료는 주로 다음의 구조를 갖는 세테아릴알코올의 폴리에틸렌글라이콜에터이다. R은 세틸과 스테아릴알코올에서 유래된 알킬그룹의 혼합물이며, n은 평균 100이다.",
세테아레스-11,Ceteareth-11,,"이 원료는 주로 다음의 구조를 갖는 세테아릴알코올의 폴리에틸렌글라이콜에터로, R은 세틸과 스테아릴알코올에서 유래된 알킬그룹의 혼합물이며, n은 평균 11이다.",
세테아레스-14,Ceteareth-14,,"이 원료는 주로 다음의 구조를 갖는 세테아릴알코올의 폴리에틸렌글라이콜에터로, R은 세틸과 스테아릴알코올에서 유래된 알킬그룹의 혼합물이며, n은 평균 14이다.",
세틸옥시다이메티콘,Cetyloxy Dimethicone,,이 원료는 몇몇 메틸그룹이 세틸옥시그룹으로 치환된 다이메틸폴리실록세인의 중합체이다.,
세틸카프레이트,Cetyl Caprate,,이 원료는 다음의 구조를 갖는 세틸알코올과 카프릴릭애씨드의 에스터이다.,
세틸피이지-8다이메티콘,Cetyl PEG-8 Dimethicone,,이 원료는 다음의 구조를 갖는 폴리다이메틸실록세인이다. n은 평균 8이다.,
세틸-피지하이드록시에틸데케인아마이드,Cetyl-PG Hydroxyethyl Decanamide,,이 원료는 다음의 구조를 갖는 유기화합물이다.,
세틸헥사코실다이메티콘/비스-비닐다이메티콘크로스폴리머,Cetyl Hexacosyl Dimethicone/Bis-Vinyldimethicone Crosspolymer,,이 원료는 세틸헥사코실다이메티콘과 비스-비닐다이메티콘의 가교중합체이다.,
베툴린,Betulin,,이 원료는 다음의 구조를 갖는 유기화합물이다.,
베헤닐아이소스테아레이트,Behenyl Isostearate,,이 원료는 베헤닐알코올과 아이소스테아릭애씨드의 에스터이며 다음의 구조를 갖는다.,
베헤닐에루케이트,Behenyl Erucate,,이 원료는 베헤닐알코올과 에루식애씨드의 에스터이다.,
베헨다이모늄에틸스테아릴포스페이트,Behendimonium Ethyl Stearyl Phosphate,,이 원료는 다음의 구조를 갖는 4급 암모늄염이다.,
베헨아미도프로필글리세릴하이드록시프로필다이모늄클로라이드,Behenamidopropyl Glycerylhydroxypropyldimonium Chloride,,이 원료는 다음의 구조를 갖는 4급 암모늄염이다.,
베헨아미도프로필베타인,Behenamidopropyl Betaine,,이 원료는 다음의 구조를 갖는 양쪽성이온(분자내염)이다.,
베헨아미도프로필피지-다이모늄클로라이드포스페이트,Behenamidopropyl PG-Dimonium Chloride Phosphate,,이 원료는 주로 다음의 구조를 갖는 4급 암모늄염이다.,
베헨아민옥사이드,Behenamine Oxide,,이 원료는 다음의 구조를 갖는 3급 아민옥사이드이다.,
베헨트라이모늄다이메티콘피이지-8프탈레이트,Behentrimonium Dimethicone PEG-8 Phthalate,,이 원료는 베헤닐트라이메틸아민과 다이메티콘피이지-8프탈레이트의 염이다.,
벤잘코늄브로마이드,Benzalkonium Bromide,,"이 원료는 주로 다음의 구조를 갖는 알킬벤질다이메틸암모늄브로마이드의 혼합물로, R은 주로 카프릴, 라우릴, 미리스틸 및 세틸로 이루어진 알킬동족체 혼합물이다.",
벤잘코늄사카리네이트,Benzalkonium Saccharinate,,"이 원료는 주로 다음의 구조를 갖는 알킬벤질다이메틸암모늄사카리네이트의혼합물로, R은 주로 카프릴, 라우릴, 미리스틸 및 세틸로 이루어진 알킬동족체 혼합물이다.",
벤조트라이아졸,Benzotriazole,,이 원료는 다음의 구조를 갖는 헤테로고리화합물이다.,
벤질리덴캠퍼설포닉애씨드,Benzylidene Camphor Sulfonic Acid,,이 원료는 다음의 구조를 갖는 유기화합물이다.,
벤질트라이에틸암모늄클로라이드,Benzyl Triethyl Ammonium Chloride,,이 원료는 다음의 구조를 갖는 4급 암모늄염이다.,
벤질하이알루로네이트,Benzyl Hyaluronate,,이 원료는 하이알루로닉애씨드와 벤질알코올의 에스터화 반응에서 얻은 생성물이다.,
변성알코올38-C,SD Alcohol 38-C,,이 원료는 27CFR21에 따라 멘톨과 포름알데하이드 용액으로 변성된 에틸알코올이다.,
변성알코올40-C,SD Alcohol 40-C,,이 원료는 t-부틸알코올로 변성된 에틸알코올이다.,
보리씨가루,Hordeum Vulgare Seed Flour,,이 원료는 보리 Hordeum vulgare의 씨를 곱게 갈아 얻은 가루이다.,
보리잎즙,Hordeum Vulgare Leaf Juice,,이 원료는 보리 Hordeum vulgare의 잎을 압착하여 얻은 즙이다.,
세톨레스-24,Cetoleth-24,,이 원료는 주로 다음의 구조를 갖는 세틸알코올 및 올레일알코올 혼합물의 폴리에틸렌글라이콜에터이다. R은 세틸 및 올레일라디칼의 혼합물이며 n은 평균 24이다.,
세톨레스-30,Cetoleth-30,,이 원료는 주로 다음의 구조를 갖는 세틸알코올 및 올레일알코올 혼합물의 폴리에틸렌글라이콜에터이다. R은 세틸 및 올레일라디칼의 혼합물이며 n은 평균 30이다.,
세톨레스-6,Cetoleth-6,,이 원료는 주로 다음의 구조를 갖는 세틸알코올 및 올레일알코올 혼합물의 폴리에틸렌글라이콜에터이다. R은 세틸 및 올레일라디칼의 혼합물이며 n은 평균 6이다.,
세트리모늄토실레이트,Cetrimonium Tosylate,,이 원료는 주로 다음의 구조를 갖는 4급 암모늄염이다.,
세틸베타이네이트클로라이드,Cetyl Betainate Chloride,,이 원료는 다음의 구조를 갖는 유기화합물이다.,
세틸C12-15알케스-8카복실레이트,Cetyl C12-15 Alketh-8 Carboxylate,,이 원료는 세틸알코올과 C12-15알케스-8카복실릭애씨드의 에스터이다.,
세틸C12-15-알케스-9카복실레이트,Cetyl C12-15-Alketh-9 Carboxylate,,이 원료는 9목의 에톡실화된 C12-15알코올에서 얻은 카복실릭애씨드의 세틸에스터이며 주로 다음의 구조를 갖는다. n은 평균 8이며 R은 C12-15 알킬그룹이다.,
세틸에틸다이모늄에토설페이트,Cetyl Ethyldimonium Ethosulfate,,이 원료는 다음의 구조를 갖는 4급 암모늄염이다.,
세틸글라이콜아이소스테아레이트,Cetyl Glycol Isostearate,,이 원료는 세틸글라이콜과 아이소스테아릭애씨드의 에스터이다.,
세틸피피지-2아이소데세스-7카복실레이트,Cetyl PPG-2 Isodeceth-7 Carboxylate,,이 원료는 7몰의 에톡실화 및 2몰의 프로폭실화된 아이소데실알코올의 산화로 얻은 카복실릭애씨드의 세틸알코올에스터이다.,
세틸피롤리도닐메틸다이모늄클로라이드,Cetyl Pyrrolidonylmethyl Dimonium Chloride,,이 원료는 다음의 구조를 갖는 4급 암모늄염이다.,
세틸아라키돌,Cetylarachidol,,이 원료는 주로 다음의 구조를 갖는 지방족 알코올이다.,
키밀아이소스테아레이트,Chimyl Isostearate,,"이 원료는 키밀알코올과 아이소스테아릭애씨드의 에스터이며, 다음의 구조를 갖는다.",
키밀스테아레이트,Chimyl Stearate,,"이 원료는 키밀알코올과 스테아릭애씨드의 에스터이며, 다음의 구조를 갖는다.",
키토산아디페이트,Chitosan Adipate,,이 원료는 키토산의 아디픽애씨드염이다.,
키토산살리실레이트,Chitosan Salicylate,,이 원료는 키토산의 살리실릭애씨드염이다.,
라다넘꽃왁스,Cistus Ladaniferus Flower Wax,,이 원료는 라다넘 Cistus ladaniferus의 꽃에서 얻은 왁스이다.,
왕귤/자몽수,Citrus Grandis/Paradisi Fruit Water,,이 원료는 자몽 Citrus paradisi과 왕귤나무 Citrus grandis의 교배종의 열매를 수증기 증류하여 얻은 수용액이다.,
코발트아세틸메티오네이트,Cobalt Acetylmethionate,,이 원료는 아세틸메티오닌의 코발트염이다.,
코카미도프로필다이메틸아민다이하이드록시메틸프로피오네이트,Cocamidopropyl Dimethylamine Dihydroxymethylpropionate,,이 원료는 코카미도프로필다이메틸아민의 다이하이드록시메틸프로피오닉애씨드염이며 주로 다음의 구조를 갖는다. RCO-는 코코넛오일에서 유래된 지방산이다.,
페네틸페녹시메틸다이하이드로피롤로퀴놀린에이치씨엘,Phenethyl Phenoxy Methyldihydropyrroloquinoline HCl,,이 원료는 유기화합물이다.,
폴리다틴글루코사이드,Polydatin Glucoside,,이 원료는 유기화합물이다.,
사과껍질가루,Pyrus Malus (Apple) Peel Powder,,이 원료는 사과 Pyrus malus의 껍질을 건조하고 분쇄하여 얻은 가루이다.,
r-바킬루스 리케니포르미스케라티나아제,r-Bacillus Licheniformis Keratinase,,이 원료는 대장균에서 발효하여 얻은 단일사슬재조합 Bacillus licheniformis단백질이다. 출발유전자는 효소인 keratinase를 코딩하는 Bacillus licheniformis로부터 직접 분리된 것이다. 그 단백질은 최대 379개의 아미노산을 포함하며 구성하는 아미노산은 표준아미노산이다.,
에글런타인꽃/잎/줄기추출물,Rosa Eglantaria Flower/Leaf/Stem Extract,,"이 원료는 에글런타인 Rosa eglanteria의 잎, 꽃 및 줄기에서 추출한 것이다.",
테트라하이드로커큐민다이아세테이트,Tetrahydrocurcumin Diacetate,,이 원료는 다음의 구조를 갖는 유기화합물이다.,
설령쥐오줌풀뿌리줄기/뿌리,Valeriana Officinalis Rhizome/Root,,이 원료는 설령쥐오줌 Valeriana officinalis의 뿌리줄기와 뿌리이다.,
베라트릴알코올,Veratryl Alcohol,,이 원료는 다음의 구조를 가진 유기화합물이다.,
메틸글리시리제이트,Methyl Glycyrrhizate,,이 원료는 메틸알코올과 글리시릭애씨드의 에스터이다.,
달팽이추출물,Snail Extract,,이 원료는 달팽이(snail) Pomacea canaliculata의 몸체에서 추출한 것이다.,
데실팔미테이트,Decyl Palmitate,,이 원료는 데실알코올과 팔미틱애씨드의 에스터이며 다음의 구조를 갖는다.,
에스알-거미폴리펩타이드-3,sr-Spider Polypeptide-3,,"이 원료는 락토바실러스 발효로 얻은 단일사슬재조합 거미단백질이다. 출발유전자는 스피드로인-1을 코딩하는 Araneus diadematus에서 직접 분리된 것이다. 그 단백질은 최대 748개의 아미노산으로 이뤄져 있으며, 단백질을 구성하는 아미노산의 종류는 표준아미노산이다.",알-거미폴리펩타이드-3
글리세린/다이머다이리놀리에이트코폴리머,Glycerin/Dimer Dilinoleate Copolymer,,이 원료는 글리세린과 다이리놀레익애씨드의 공중합체이다.,
글리세릴탈로우에이트,Glyceryl Tallowate,,이 원료는 주로 다음의 구조를 갖는 글리세린과 탈로우 지방산의 모노에스터이다. RCO-는 탈로우에서 유래된 지방산이다.,
